EmployeeID,Gender,Age,EthnicGroup,WorkType,BusinessUnit,CostCentre,HireDate,RemainsEmployed,PayType,SeperationReason,AgeGroup,TenureDays,TernureMonths,LeaveBalance,SickDaysLast12Mths,CurrentSalary,CurrentEmployeeRating
23112,Female,21,Group F,Contract,Manukau,HR,2/22/2012,No,Salary,Voluntary,<30,1527,51,14,3,52000.0,1
33184,Female,22,Group A,Full Time,Auckland,Facilities,3/1/2012,Yes,Salary,Voluntary,<30,1519,51,3,3,41000.0,3
28708,Male,42,Group A,Part Time,Auckland,Legal,3/2/2012,No,Salary,Voluntary,30-49,1518,51,12,3,94000.0,3
26004,Female,22,Group A,Part Time,Wellington,Facilities,3/7/2012,No,Salary,Voluntary,<30,1513,50,4,0,40000.0,5
5738,Female,23,Group A,Part Time,Auckland,Manufacturing,3/15/2012,No,Salary,Voluntary,<30,1505,50,4,0,72000.0,4
19502,Male,50,Group A,Full Time,Dunedin,Research,3/16/2012,Yes,Hourly,Involuntary,50+,1504,50,19,1,94000.0,5
24386,Female,25,Group A,Contract,Dunedin,Sales & Marketing,3/21/2012,No,Hourly,Voluntary,<30,1499,50,7,3,94000.0,3
4428,Female,23,Group A,Contract,Auckland,IT,3/23/2012,No,Salary,Voluntary,<30,1497,50,0,3,90000.0,3
3344,Male,38,Group B,Full Time,Auckland,Finance,3/24/2012,No,Salary,Voluntary,30-49,1496,50,0,1,154000.0,4
24932,Female,27,Group A,Full Time,Auckland,HR,3/27/2012,Yes,Salary,Voluntary,<30,1493,50,15,5,64000.0,3
17988,Female,34,Group A,Contract,Dunedin,Finance,3/28/2012,Yes,Salary,Involuntary,30-49,1492,50,14,0,112000.0,3
30728,Male,21,Group A,Contract,Nelson,Legal,3/29/2012,Yes,Hourly,Voluntary,<30,1491,50,13,4,126000.0,1
25376,Female,22,Group A,Contract,Auckland,Manufacturing,3/30/2012,No,Salary,Voluntary,<30,1490,50,14,3,71000.0,4
6488,Male,30,Group A,Part Time,Manukau,Facilities,3/30/2012,Yes,Salary,Voluntary,30-49,1490,50,10,1,38000.0,3
18868,Female,24,Group A,Full Time,Hamilton,HR,4/3/2012,No,Salary,Voluntary,<30,1486,50,14,7,100000.0,1
33154,Male,36,Group A,Full Time,Wellington,Manufacturing,4/4/2012,No,Hourly,Voluntary,30-49,1485,50,1,3,57000.0,3
10300,Male,21,Group A,Full Time,Auckland,Manufacturing,4/5/2012,Yes,Salary,Involuntary,<30,1484,49,11,2,60000.0,2
25852,Male,43,Group A,Full Time,Auckland,Research,4/5/2012,Yes,Hourly,Voluntary,30-49,1484,49,7,1,68000.0,2
804,Male,23,Group A,Full Time,Christchurch,IT,4/6/2012,Yes,Salary,Voluntary,<30,1483,49,18,3,105000.0,2
31554,Male,21,Group A,Part Time,Christchurch,IT,4/7/2012,No,Salary,Voluntary,<30,1482,49,10,6,113000.0,2
9542,Male,21,Group A,Full Time,Auckland,HR,4/11/2012,Yes,Hourly,Involuntary,<30,1478,49,9,4,83000.0,3
33484,Female,54,Group A,Full Time,Auckland,IT,4/11/2012,No,Salary,Voluntary,50+,1478,49,5,3,121000.0,3
27238,Female,68,Group A,Full Time,Manukau,Sales & Marketing,4/12/2012,Yes,Salary,Voluntary,50+,1477,49,2,1,82000.0,3
31930,Male,38,Group A,Part Time,Auckland,HR,4/13/2012,No,Salary,Voluntary,30-49,1476,49,4,1,96000.0,3
25004,Female,19,Group A,Full Time,Wellington,Exec Mgmt,4/14/2012,Yes,Hourly,Voluntary,<30,1475,49,0,3,169000.0,3
5830,Male,20,Group A,Full Time,Auckland,IT,4/17/2012,No,Salary,Voluntary,<30,1472,49,9,3,71000.0,3
7404,Male,25,Group A,Full Time,Christchurch,Sales & Marketing,4/21/2012,Yes,Salary,Voluntary,<30,1468,49,16,2,81000.0,2
24844,Female,27,Group A,Contract,Auckland,IT,4/21/2012,No,Salary,Voluntary,<30,1468,49,26,0,71000.0,4
11190,Male,19,Group A,Full Time,Auckland,Facilities,4/25/2012,Yes,Hourly,Involuntary,<30,1464,49,6,6,44000.0,3
5242,Female,26,Group F,Full Time,Christchurch,Research,4/26/2012,Yes,Hourly,Voluntary,<30,1463,49,10,3,119000.0,3
25052,Male,41,Group A,Full Time,Auckland,Sales & Marketing,4/26/2012,Yes,Salary,Voluntary,30-49,1463,49,16,0,43000.0,5
5992,Female,21,Group A,Full Time,Dunedin,Legal,4/26/2012,No,Salary,Voluntary,<30,1463,49,19,7,95000.0,4
19684,Male,46,Group A,Contract,Christchurch,Research,4/27/2012,Yes,Salary,Voluntary,30-49,1462,49,21,3,113000.0,4
31866,Male,23,Group A,Full Time,Hamilton,Sales & Marketing,4/27/2012,Yes,Hourly,Voluntary,<30,1462,49,6,2,83000.0,3
30362,Male,57,Group A,Full Time,Auckland,Facilities,5/2/2012,No,Salary,Voluntary,50+,1457,49,10,2,47000.0,4
6222,Male,46,Group A,Full Time,Hamilton,Sales & Marketing,5/3/2012,Yes,Hourly,Voluntary,30-49,1456,49,13,0,52000.0,3
27750,Female,26,Group A,Full Time,Auckland,Sales & Marketing,5/9/2012,Yes,Salary,Voluntary,<30,1450,48,7,6,92000.0,3
5606,Female,22,Group A,Full Time,Nelson,Manufacturing,5/10/2012,Yes,Hourly,Voluntary,<30,1449,48,11,1,39000.0,2
32436,Female,22,Group A,Full Time,Manukau,Facilities,5/10/2012,Yes,Hourly,Voluntary,<30,1449,48,8,14,39000.0,3
33904,Female,25,Group A,Contract,Wellington,Finance,5/11/2012,No,Hourly,Voluntary,<30,1448,48,16,1,95000.0,4
28820,Female,64,Group A,Part Time,Nelson,Legal,5/11/2012,Yes,Salary,Voluntary,50+,1448,48,11,0,89000.0,3
33102,Male,23,Group A,Part Time,Christchurch,Manufacturing,5/12/2012,Yes,Salary,Voluntary,<30,1447,48,3,1,34000.0,3
20662,Male,39,Group A,Contract,Dunedin,Exec Mgmt,5/13/2012,Yes,Salary,Involuntary,30-49,1446,48,13,3,222000.0,4
32900,Male,26,Group A,Full Time,Auckland,Sales & Marketing,5/17/2012,No,Hourly,Voluntary,<30,1442,48,3,15,47000.0,3
5882,Male,21,Group A,Contract,North Shore,IT,5/18/2012,Yes,Hourly,Voluntary,<30,1441,48,14,3,123000.0,3
33710,Female,32,Group A,Full Time,Auckland,Legal,5/23/2012,No,Salary,Voluntary,30-49,1436,48,34,7,106000.0,1
10912,Female,21,Group A,Full Time,Auckland,Finance,5/24/2012,No,Salary,Involuntary,<30,1435,48,6,1,153000.0,5
24676,Female,24,Group B,Full Time,Auckland,Legal,5/24/2012,Yes,Salary,Voluntary,<30,1435,48,15,5,129000.0,3
33234,Male,22,Group A,Part Time,Auckland,Manufacturing,5/25/2012,No,Salary,Voluntary,<30,1434,48,4,4,41000.0,3
28504,Female,23,Group A,Full Time,Manukau,IT,5/26/2012,No,Salary,Voluntary,<30,1433,48,5,3,108000.0,2
18078,Female,21,Group B,Full Time,Auckland,Legal,5/31/2012,No,Hourly,Involuntary,<30,1428,48,8,2,122000.0,3
6174,Female,26,Group A,Contract,Auckland,Manufacturing,6/1/2012,Yes,Salary,Voluntary,<30,1427,48,20,5,66000.0,3
25914,Female,23,Group A,Full Time,Auckland,Manufacturing,6/6/2012,Yes,Salary,Voluntary,<30,1422,47,5,1,31000.0,3
4332,Male,21,Group B,Full Time,Nelson,Legal,6/8/2012,No,Salary,Voluntary,<30,1420,47,5,1,110000.0,5
23814,Female,19,Group A,Contract,Dunedin,IT,6/9/2012,No,Hourly,Voluntary,<30,1419,47,10,2,62000.0,5
25718,Male,23,Group A,Part Time,Nelson,Manufacturing,6/13/2012,No,Salary,Voluntary,<30,1415,47,26,5,60000.0,3
30732,Male,20,Group A,Full Time,Manukau,Manufacturing,6/14/2012,Yes,Salary,Voluntary,<30,1414,47,3,4,39000.0,3
5768,Female,25,Group A,Full Time,Hamilton,IT,6/22/2012,Yes,Salary,Voluntary,<30,1406,47,7,1,123000.0,4
28896,Male,26,Group A,Contract,Auckland,Legal,6/22/2012,No,Salary,Voluntary,<30,1406,47,10,5,104000.0,3
18760,Female,27,Group A,Contract,Dunedin,IT,6/28/2012,No,Salary,Involuntary,<30,1400,47,12,7,63000.0,5
29534,Male,52,Group A,Contract,Wellington,IT,6/29/2012,Yes,Salary,Voluntary,50+,1399,47,9,2,75000.0,2
32886,Male,21,Group A,Full Time,Hamilton,Manufacturing,7/5/2012,No,Hourly,Voluntary,<30,1393,46,0,7,60000.0,3
23358,Female,22,Group A,Full Time,Manukau,Exec Mgmt,7/5/2012,Yes,Salary,Voluntary,<30,1393,46,2,12,153000.0,3
25318,Female,30,Group C,Full Time,Christchurch,HR,7/8/2012,Yes,Salary,Voluntary,30-49,1390,46,20,5,71000.0,3
5210,Male,27,Group D,Part Time,Hamilton,Finance,7/12/2012,Yes,Hourly,Voluntary,<30,1386,46,0,2,174000.0,5
20790,Male,20,Group A,Full Time,Auckland,Research,7/13/2012,Yes,Hourly,Involuntary,<30,1385,46,1,10,109000.0,2
26222,Male,21,Group B,Contract,Auckland,Finance,7/13/2012,Yes,Hourly,Voluntary,<30,1385,46,1,0,144000.0,3
2332,Male,31,Group A,Part Time,Auckland,Facilities,7/13/2012,Yes,Salary,Voluntary,30-49,1385,46,18,10,42000.0,2
24784,Female,21,Group A,Full Time,Hamilton,Research,7/14/2012,Yes,Salary,Voluntary,<30,1384,46,1,6,97000.0,2
23482,Male,20,Group A,Full Time,Wellington,Facilities,7/14/2012,Yes,Hourly,Voluntary,<30,1384,46,5,13,42000.0,2
28436,Male,39,Group A,Part Time,Dunedin,Research,7/15/2012,No,Salary,Voluntary,30-49,1383,46,6,0,88000.0,2
26036,Male,52,Group A,Full Time,Wellington,Exec Mgmt,7/19/2012,Yes,Salary,Voluntary,50+,1379,46,15,8,443000.0,5
26360,Male,40,Group A,Contract,Manukau,Sales & Marketing,7/20/2012,Yes,Salary,Voluntary,30-49,1378,46,1,0,51000.0,3
25302,Female,53,Group A,Contract,Auckland,Sales & Marketing,7/20/2012,No,Salary,Voluntary,50+,1378,46,16,11,72000.0,3
33204,Male,30,Group A,Contract,Auckland,HR,7/20/2012,Yes,Hourly,Voluntary,30-49,1378,46,3,2,99000.0,4
18370,Female,48,Group A,Part Time,Auckland,HR,7/25/2012,Yes,Salary,Involuntary,30-49,1373,46,16,3,90000.0,3
26826,Male,23,Group A,Part Time,Auckland,Exec Mgmt,7/25/2012,Yes,Salary,Voluntary,<30,1373,46,30,6,490000.0,3
10160,Female,24,Group A,Full Time,Wellington,Manufacturing,7/26/2012,No,Hourly,Voluntary,<30,1372,46,7,1,32000.0,4
28032,Female,50,Group A,Full Time,Auckland,Research,7/28/2012,Yes,Salary,Voluntary,50+,1370,46,15,0,62000.0,3
25460,Female,22,Group C,Full Time,Christchurch,Exec Mgmt,7/29/2012,Yes,Salary,Voluntary,<30,1369,46,20,2,262000.0,3
33464,Male,46,Group A,Part Time,Wellington,Facilities,8/1/2012,Yes,Hourly,Voluntary,30-49,1366,46,26,3,39000.0,4
30294,Female,56,Group A,Full Time,Nelson,Research,8/1/2012,No,Salary,Voluntary,50+,1366,46,3,3,116000.0,3
16930,Female,71,Group A,Full Time,North Shore,IT,8/4/2012,Yes,Salary,Involuntary,50+,1363,45,6,14,76000.0,4
30204,Male,28,Group B,Full Time,Nelson,Legal,8/4/2012,Yes,Salary,Voluntary,<30,1363,45,9,14,91000.0,3
8222,Male,54,Group A,Full Time,Wellington,Finance,8/4/2012,No,Hourly,Involuntary,50+,1363,45,25,2,130000.0,3
25488,Male,21,Group A,Full Time,Christchurch,Sales & Marketing,8/5/2012,Yes,Hourly,Voluntary,<30,1362,45,6,2,95000.0,3
19190,Male,21,Group B,Full Time,Dunedin,Sales & Marketing,8/8/2012,Yes,Salary,Voluntary,<30,1359,45,16,2,87000.0,3
29624,Male,18,Group A,Full Time,Manukau,HR,8/8/2012,Yes,Salary,Voluntary,<30,1359,45,16,4,95000.0,3
31950,Female,22,Group A,Full Time,Wellington,Exec Mgmt,8/9/2012,No,Salary,Voluntary,<30,1358,45,12,2,180000.0,2
17222,Male,32,Group A,Full Time,Auckland,Research,8/9/2012,Yes,Salary,Involuntary,30-49,1358,45,6,1,101000.0,3
33108,Male,26,Group A,Full Time,Christchurch,Exec Mgmt,8/10/2012,No,Salary,Voluntary,<30,1357,45,8,3,196000.0,2
2898,Female,23,Group A,Full Time,Auckland,Exec Mgmt,8/10/2012,Yes,Hourly,Voluntary,<30,1357,45,32,1,218000.0,3
19470,Male,32,Group A,Part Time,Hamilton,Sales & Marketing,8/11/2012,No,Salary,Involuntary,30-49,1356,45,6,4,47000.0,5
31182,Male,20,Group D,Full Time,Dunedin,Exec Mgmt,8/16/2012,No,Hourly,Voluntary,<30,1351,45,3,11,445000.0,5
3912,Female,22,Group A,Full Time,Manukau,Sales & Marketing,8/16/2012,Yes,Salary,Voluntary,<30,1351,45,16,3,40000.0,3
1768,Female,23,Group B,Full Time,Christchurch,Legal,8/16/2012,No,Salary,Voluntary,<30,1351,45,15,2,117000.0,3
5886,Male,20,Group A,Full Time,Auckland,Sales & Marketing,8/17/2012,Yes,Salary,Voluntary,<30,1350,45,26,2,41000.0,4
10476,Male,40,Group A,Full Time,Hamilton,Sales & Marketing,8/17/2012,Yes,Salary,Involuntary,30-49,1350,45,10,1,84000.0,4
29422,Male,22,Group A,Contract,Auckland,HR,8/17/2012,No,Salary,Voluntary,<30,1350,45,5,6,53000.0,4
28874,Female,62,Group A,Contract,Auckland,Sales & Marketing,8/22/2012,No,Salary,Voluntary,50+,1345,45,4,0,96000.0,3
33848,Male,50,Group A,Full Time,Auckland,Manufacturing,8/23/2012,Yes,Salary,Involuntary,50+,1344,45,2,0,39000.0,3
25482,Male,20,Group A,Full Time,Auckland,IT,8/24/2012,Yes,Hourly,Voluntary,<30,1343,45,0,8,80000.0,3
6250,Male,24,Group A,Full Time,Wellington,Legal,8/30/2012,Yes,Hourly,Voluntary,<30,1337,45,0,0,106000.0,4
8588,Male,24,Group A,Part Time,Wellington,Finance,8/30/2012,Yes,Salary,Involuntary,<30,1337,45,7,4,125000.0,1
10512,Male,37,Group A,Full Time,Manukau,Manufacturing,8/30/2012,No,Hourly,Involuntary,30-49,1337,45,20,1,66000.0,5
29102,Male,45,Group A,Full Time,Auckland,HR,8/30/2012,No,Salary,Voluntary,30-49,1337,45,10,5,84000.0,2
20116,Male,41,Group C,Full Time,Hamilton,Legal,8/31/2012,No,Salary,Voluntary,30-49,1336,45,17,8,122000.0,5
2166,Male,58,Group D,Full Time,Dunedin,IT,8/31/2012,No,Salary,Voluntary,50+,1336,45,6,2,82000.0,4
28390,Female,21,Group C,Full Time,Manukau,Legal,9/1/2012,Yes,Salary,Voluntary,<30,1335,45,17,5,122000.0,2
17604,Female,21,Group B,Contract,Christchurch,Manufacturing,9/6/2012,Yes,Salary,Involuntary,<30,1330,44,17,8,61000.0,3
10424,Male,21,Group A,Full Time,Auckland,Sales & Marketing,9/6/2012,Yes,Hourly,Involuntary,<30,1330,44,2,0,74000.0,4
32154,Female,20,Group B,Full Time,Hamilton,Facilities,9/8/2012,Yes,Salary,Voluntary,<30,1328,44,19,0,41000.0,3
6084,Female,21,Group A,Full Time,Dunedin,Facilities,9/8/2012,Yes,Salary,Voluntary,<30,1328,44,3,3,39000.0,2
30156,Female,21,Group D,Contract,Manukau,Manufacturing,9/12/2012,Yes,Salary,Voluntary,<30,1324,44,21,4,64000.0,2
32986,Male,60,Group A,Full Time,Nelson,Manufacturing,9/12/2012,Yes,Salary,Voluntary,50+,1324,44,29,4,67000.0,3
17360,Female,22,Group B,Full Time,Manukau,Legal,9/12/2012,Yes,Hourly,Involuntary,<30,1324,44,2,4,110000.0,3
28872,Female,29,Group A,Full Time,Auckland,HR,9/13/2012,No,Salary,Voluntary,<30,1323,44,10,5,65000.0,2
5492,Male,27,Group A,Full Time,Wellington,Sales & Marketing,9/13/2012,No,Salary,Voluntary,<30,1323,44,17,5,77000.0,2
19744,Male,21,Group A,Full Time,Dunedin,Sales & Marketing,9/14/2012,Yes,Salary,Voluntary,<30,1322,44,25,3,70000.0,3
30116,Female,28,Group A,Part Time,Wellington,Manufacturing,9/15/2012,Yes,Salary,Voluntary,<30,1321,44,0,4,63000.0,3
30678,Male,24,Group A,Full Time,Auckland,Exec Mgmt,9/15/2012,Yes,Salary,Voluntary,<30,1321,44,9,14,281000.0,3
28738,Female,23,Group F,Part Time,Nelson,Manufacturing,9/16/2012,Yes,Salary,Voluntary,<30,1320,44,20,2,68000.0,4
31164,Male,29,Group A,Contract,Christchurch,Manufacturing,9/19/2012,No,Salary,Voluntary,<30,1317,44,7,3,32000.0,3
23542,Male,22,Group A,Full Time,Dunedin,Legal,9/19/2012,Yes,Salary,Voluntary,<30,1317,44,12,1,104000.0,3
5564,Female,20,Group A,Contract,Auckland,Legal,9/22/2012,No,Salary,Voluntary,<30,1314,44,15,2,107000.0,5
26816,Male,28,Group B,Part Time,Dunedin,Facilities,9/22/2012,Yes,Salary,Voluntary,<30,1314,44,1,11,42000.0,3
1744,Female,21,Group C,Full Time,Auckland,Manufacturing,9/23/2012,Yes,Salary,Voluntary,<30,1313,44,0,6,66000.0,3
18004,Female,43,Group A,Contract,Auckland,Exec Mgmt,9/26/2012,Yes,Hourly,Involuntary,30-49,1310,44,28,11,202000.0,1
2838,Female,23,Group A,Full Time,Christchurch,Facilities,9/26/2012,No,Salary,Voluntary,<30,1310,44,5,2,46000.0,3
30296,Female,20,Group A,Full Time,Auckland,Facilities,9/28/2012,Yes,Salary,Voluntary,<30,1308,44,1,1,50000.0,3
20712,Male,40,Group A,Full Time,Wellington,Research,9/29/2012,Yes,Salary,Voluntary,30-49,1307,44,4,3,81000.0,3
27590,Female,20,Group A,Part Time,Wellington,Research,10/3/2012,Yes,Salary,Voluntary,<30,1303,43,25,3,63000.0,3
8384,Male,22,Group A,Part Time,Wellington,Manufacturing,10/4/2012,Yes,Salary,Involuntary,<30,1302,43,2,11,37000.0,4
4586,Male,40,Group F,Full Time,Wellington,Facilities,10/4/2012,No,Salary,Voluntary,30-49,1302,43,17,6,36000.0,4
28674,Female,18,Group A,Full Time,Wellington,Legal,10/4/2012,Yes,Salary,Voluntary,<30,1302,43,7,1,96000.0,4
25684,Male,48,Group B,Full Time,Auckland,Manufacturing,10/5/2012,No,Salary,Voluntary,30-49,1301,43,16,4,47000.0,1
1606,Male,23,Group C,Contract,Wellington,Legal,10/5/2012,Yes,Salary,Voluntary,<30,1301,43,5,0,109000.0,2
4324,Female,24,Group B,Full Time,Christchurch,Facilities,10/11/2012,Yes,Salary,Voluntary,<30,1295,43,34,3,43000.0,2
20202,Female,18,Group F,Full Time,Auckland,Legal,10/12/2012,Yes,Salary,Involuntary,<30,1294,43,15,0,90000.0,2
29150,Female,32,Group A,Part Time,Christchurch,Exec Mgmt,10/12/2012,Yes,Salary,Voluntary,30-49,1294,43,0,7,495000.0,3
2168,Female,27,Group B,Full Time,Christchurch,IT,10/12/2012,No,Salary,Voluntary,<30,1294,43,19,6,76000.0,5
30290,Female,21,Group A,Full Time,Wellington,Exec Mgmt,10/13/2012,No,Salary,Voluntary,<30,1293,43,27,0,242000.0,3
25450,Female,21,Group B,Full Time,Dunedin,Legal,10/14/2012,No,Salary,Voluntary,<30,1292,43,1,1,81000.0,1
27670,Female,22,Group A,Part Time,Hamilton,IT,10/17/2012,No,Salary,Voluntary,<30,1289,43,8,2,72000.0,5
27420,Female,63,Group A,Full Time,Auckland,Sales & Marketing,10/18/2012,Yes,Salary,Voluntary,50+,1288,43,19,10,46000.0,2
19256,Male,42,Group A,Full Time,Nelson,Facilities,10/25/2012,Yes,Salary,Involuntary,30-49,1281,43,18,1,42000.0,2
33026,Male,59,Group A,Part Time,Manukau,HR,10/27/2012,No,Salary,Voluntary,50+,1279,43,4,2,91000.0,3
134,Male,21,Group A,Full Time,Christchurch,HR,11/1/2012,Yes,Salary,Voluntary,<30,1274,42,14,4,58000.0,3
31090,Male,43,Group A,Full Time,Auckland,Research,11/1/2012,No,Salary,Voluntary,30-49,1274,42,1,1,91000.0,1
22006,Male,18,Group C,Full Time,Wellington,Facilities,11/1/2012,No,Salary,Voluntary,<30,1274,42,19,2,39000.0,2
17296,Female,20,Group C,Contract,Hamilton,Research,11/2/2012,Yes,Hourly,Involuntary,<30,1273,42,29,7,71000.0,3
20692,Male,22,Group B,Full Time,Wellington,Manufacturing,11/2/2012,No,Salary,Involuntary,<30,1273,42,20,0,46000.0,4
19076,Female,21,Group A,Full Time,Auckland,IT,11/2/2012,Yes,Salary,Voluntary,<30,1273,42,8,4,120000.0,3
26734,Female,20,Group A,Full Time,Christchurch,Facilities,11/2/2012,No,Salary,Voluntary,<30,1273,42,5,12,41000.0,3
30300,Female,20,Group A,Full Time,Auckland,Manufacturing,11/3/2012,No,Salary,Voluntary,<30,1272,42,15,2,36000.0,3
25560,Female,61,Group A,Part Time,Auckland,Finance,11/3/2012,No,Salary,Voluntary,50+,1272,42,5,10,162000.0,3
22090,Female,18,Group C,Full Time,Auckland,Sales & Marketing,11/7/2012,Yes,Salary,Involuntary,<30,1268,42,3,0,45000.0,3
11012,Female,22,Group A,Part Time,Auckland,Finance,11/7/2012,Yes,Hourly,Voluntary,<30,1268,42,8,4,93000.0,4
28928,Female,29,Group A,Contract,Auckland,Sales & Marketing,11/8/2012,Yes,Salary,Voluntary,<30,1267,42,14,3,68000.0,4
24640,Male,32,Group C,Contract,Dunedin,IT,11/8/2012,No,Salary,Voluntary,30-49,1267,42,0,0,94000.0,3
20514,Male,48,Group A,Part Time,Hamilton,Manufacturing,11/10/2012,Yes,Hourly,Voluntary,30-49,1265,42,8,4,69000.0,2
20238,Male,21,Group A,Part Time,Auckland,Sales & Marketing,11/14/2012,No,Salary,Involuntary,<30,1261,42,0,1,83000.0,2
25372,Female,25,Group A,Part Time,Auckland,Exec Mgmt,11/14/2012,Yes,Salary,Voluntary,<30,1261,42,2,1,332000.0,3
19724,Male,60,Group A,Full Time,Auckland,Legal,11/14/2012,No,Hourly,Involuntary,50+,1261,42,3,3,127000.0,4
30780,Male,20,Group A,Full Time,Nelson,Exec Mgmt,11/15/2012,No,Salary,Voluntary,<30,1260,42,5,3,369000.0,3
25886,Male,37,Group D,Part Time,Auckland,Sales & Marketing,11/16/2012,No,Salary,Voluntary,30-49,1259,42,4,5,68000.0,1
7218,Male,22,Group A,Full Time,Manukau,IT,11/18/2012,Yes,Hourly,Voluntary,<30,1257,42,10,1,92000.0,4
33206,Male,56,Group A,Full Time,Auckland,IT,11/29/2012,Yes,Salary,Voluntary,50+,1246,42,14,4,64000.0,3
4472,Female,49,Group A,Full Time,Dunedin,IT,11/29/2012,Yes,Salary,Voluntary,30-49,1246,42,5,1,87000.0,3
31626,Male,24,Group A,Contract,Hamilton,Exec Mgmt,11/30/2012,Yes,Salary,Voluntary,<30,1245,42,2,0,286000.0,3
12876,Female,43,Group A,Full Time,Hamilton,Manufacturing,12/5/2012,Yes,Hourly,Involuntary,30-49,1240,41,4,12,31000.0,3
25370,Female,19,Group A,Part Time,Auckland,Sales & Marketing,12/12/2012,Yes,Salary,Voluntary,<30,1233,41,8,0,62000.0,3
25878,Female,20,Group D,Part Time,Dunedin,HR,12/12/2012,Yes,Salary,Voluntary,<30,1233,41,11,4,89000.0,2
20760,Male,23,Group A,Part Time,Wellington,Manufacturing,12/13/2012,Yes,Salary,Voluntary,<30,1232,41,4,3,31000.0,3
10504,Female,33,Group C,Full Time,Auckland,Manufacturing,12/20/2012,Yes,Salary,Involuntary,30-49,1225,41,25,4,64000.0,3
8822,Male,45,Group A,Part Time,Auckland,Manufacturing,12/28/2012,Yes,Hourly,Voluntary,30-49,1217,41,2,2,53000.0,2
33950,Female,45,Group A,Contract,Auckland,IT,1/3/2013,Yes,Salary,Involuntary,30-49,1211,40,5,14,114000.0,2
33798,Female,51,Group B,Full Time,Nelson,Research,1/12/2013,No,Salary,Involuntary,50+,1202,40,4,6,95000.0,3
33042,Male,21,Group A,Part Time,Auckland,Sales & Marketing,1/18/2013,No,Salary,Voluntary,<30,1196,40,13,1,86000.0,3
3690,Male,26,Group A,Full Time,Auckland,Manufacturing,1/24/2013,Yes,Salary,Voluntary,<30,1190,40,4,5,33000.0,3
25598,Female,32,Group A,Part Time,Hamilton,Sales & Marketing,1/25/2013,Yes,Salary,Voluntary,30-49,1189,40,12,1,73000.0,3
26304,Male,20,Group A,Part Time,Wellington,Sales & Marketing,2/1/2013,Yes,Hourly,Voluntary,<30,1182,39,9,10,42000.0,2
33298,Female,26,Group D,Full Time,Christchurch,HR,2/6/2013,Yes,Salary,Voluntary,<30,1177,39,10,7,91000.0,5
31662,Male,37,Group A,Full Time,Manukau,Facilities,2/8/2013,No,Hourly,Voluntary,30-49,1175,39,3,2,36000.0,2
28372,Female,20,Group C,Full Time,Nelson,Legal,2/9/2013,No,Salary,Voluntary,<30,1174,39,16,5,83000.0,3
33152,Male,32,Group A,Full Time,Hamilton,IT,2/10/2013,Yes,Salary,Voluntary,30-49,1173,39,12,1,73000.0,2
1992,Female,23,Group C,Contract,Wellington,Sales & Marketing,2/15/2013,No,Salary,Voluntary,<30,1168,39,24,2,68000.0,3
30306,Female,22,Group A,Full Time,Manukau,Manufacturing,2/17/2013,No,Salary,Voluntary,<30,1166,39,9,15,52000.0,3
5734,Female,18,Group A,Full Time,Manukau,HR,2/22/2013,Yes,Hourly,Voluntary,<30,1161,39,8,0,61000.0,3
5994,Female,20,Group A,Contract,Hamilton,Research,2/27/2013,Yes,Hourly,Voluntary,<30,1156,39,11,0,86000.0,3
2814,Female,21,Group A,Full Time,Wellington,Manufacturing,2/27/2013,Yes,Salary,Voluntary,<30,1156,39,27,7,59000.0,3
33186,Male,26,Group A,Part Time,Dunedin,HR,2/28/2013,Yes,Salary,Voluntary,<30,1155,39,13,5,88000.0,3
31012,Male,25,Group A,Full Time,Auckland,Facilities,2/28/2013,Yes,Salary,Voluntary,<30,1155,39,12,1,43000.0,3
6100,Female,26,Group A,Full Time,Auckland,Facilities,2/28/2013,No,Salary,Voluntary,<30,1155,39,12,4,38000.0,5
17916,Female,19,Group B,Full Time,Christchurch,Legal,3/6/2013,No,Hourly,Voluntary,<30,1149,38,8,6,88000.0,1
6584,Female,21,Group A,Full Time,Wellington,Research,3/6/2013,Yes,Hourly,Voluntary,<30,1149,38,4,2,78000.0,1
9934,Male,26,Group A,Full Time,Wellington,HR,3/7/2013,No,Salary,Involuntary,<30,1148,38,2,7,75000.0,3
3598,Male,37,Group A,Full Time,Auckland,IT,3/8/2013,No,Salary,Voluntary,30-49,1147,38,23,4,75000.0,4
528,Male,57,Group A,Full Time,Dunedin,IT,3/13/2013,Yes,Salary,Voluntary,50+,1142,38,17,3,61000.0,3
3628,Male,24,Group A,Full Time,Christchurch,IT,3/14/2013,Yes,Salary,Voluntary,<30,1141,38,3,3,101000.0,5
19276,Male,21,Group B,Full Time,Hamilton,Finance,3/14/2013,No,Salary,Voluntary,<30,1141,38,0,11,117000.0,4
26752,Female,18,Group A,Part Time,Manukau,Research,3/15/2013,Yes,Salary,Voluntary,<30,1140,38,17,1,104000.0,2
29552,Female,27,Group G,Full Time,Dunedin,Manufacturing,3/15/2013,No,Salary,Voluntary,<30,1140,38,23,6,52000.0,2
33632,Male,27,Group A,Contract,Auckland,IT,3/19/2013,No,Salary,Voluntary,<30,1136,38,0,5,94000.0,2
33516,Female,34,Group A,Full Time,Auckland,Facilities,3/22/2013,Yes,Hourly,Voluntary,30-49,1133,38,6,3,48000.0,2
23136,Female,25,Group A,Full Time,Wellington,Legal,3/23/2013,Yes,Salary,Voluntary,<30,1132,38,2,2,89000.0,3
